,Tweet,Date
356,"RT @RobertBeadles: Yo💥💥💥
Enter to WIN $100💰💰💰💰

What’s a Security Coin?

RETWEET, WATCH video then Follow pinned comments instructions💪
htt…",2020-02-08 23:58:01
357,"RT @cryptobrice: 🎁🥳 $15 $BTC #Giveaway  🎁🥳

 To enter the giveaway:

☑️Follow Me &amp; @jordiBlockchain 
☑️Join Telegram https://t.co/VPSxGZvXv…",2020-02-08 23:57:59
358,RT @macguyvermedia: To be clear it’s a $150 #giveaway now. $100 in cash and $50 in #Bitcoin. Please add you wallet address in original twee…,2020-02-08 23:57:58
359,RSK launches a Bitcoin-Ethereuem interoperability bridge https://t.co/rcixULVAYB #bitcoin,2020-02-08 23:57:55
360,"RT @JWilliamsFstmed: Morgan Creek Digital $1M Bet Against the S&amp;P 500 Update

Still no takers... zero. No one took the bet.

Dig Asset Inde…",2020-02-08 23:57:51
361,RT @imBagsy: Retail smashing that buy button when #bitcoin crosses 10K 🚀 https://t.co/bKfQO65Et4,2020-02-08 23:57:50
362,"@timoncc @bramcohen Yes. I stand by what I said. 

I did not know you. 

I was making a general comment about bitto… https://t.co/IkV8Bf3neT",2020-02-08 23:57:50
363,"RT @glassnode: This week saw numerous $BTC core on-chain metrics start to recover. 

After trending down since September 2019, #Bitcoin's d…",2020-02-08 23:57:47
364,Surging #bitcoin https://t.co/re7GIAHDmO,2020-02-08 23:57:44
365,"RT @TheBitfi: We still see comments that Bitcoin can go to $0 anytime. While anything is possible, including an asteroid wiping out all lif…",2020-02-08 23:57:43
366,"RT @KetchumAlts: .@SalsaTekila when he says ""No more trading for today, going to sleep"" but then the price alarms get triggered #Bitcoin ht…",2020-02-08 23:57:39
367,"Thanks Coinfinesse and my BIG TEAM ❤️

#money REGISTRATION LINK :

https://t.co/0jYt18My9i

#Thailand #Oscars… https://t.co/JjLCeVRrmr",2020-02-08 23:57:39
368,"RT @satoshi_babe: Don’t wait to buy #Bitcoin. Buy bitcoin and wait. 

Not financial advice.",2020-02-08 23:57:37
369,"RT @JWilliamsFstmed: Morgan Creek Digital $1M Bet Against the S&amp;P 500 Update

Still no takers... zero. No one took the bet.

Dig Asset Inde…",2020-02-08 23:57:36
370,Sense check. #bitcoin crossing 10k is nothing more than a mini-milestone based on a round number. We aren’t here fo… https://t.co/8GY0sPJpi4,2020-02-08 23:57:30
371,"RT @Nic_C4fe: Shake shake shake like Nate! 😂

Who's watching the game tonight? 🏒

@MapleLeafs vs @CanadiensMTL 

$BTC #Bitcoin @shakepay ht…",2020-02-08 23:57:30
372,"RT @TheCryptoGonz: Check out my post about a
Free hourly #Bitcoin  faucet 
It's the oldest one around.
Roll every hour and other ways to ea…",2020-02-08 23:57:29
373,@udiWertheimer @jemenger @justinsuntron @notgrubles @AlexSaundersAU @Excellion So https://t.co/9LBfBHoEWD also counts as shilling then?,2020-02-08 23:57:29
374,"RT @ihatecodee: Me giving my friends emotional support because they didn’t buy bitcoin. 
 https://t.co/ojU7UsCrgU",2020-02-08 23:57:29
375,"RT @TheBitfi: We still see comments that Bitcoin can go to $0 anytime. While anything is possible, including an asteroid wiping out all lif…",2020-02-08 23:57:24
376,"RT @6102bitcoin: Bitcoin fees are, at some point, going to rise significantly and never return to the level we see today.

https://t.co/dJx…",2020-02-08 23:57:24
377,"@limeboiler he be doin bitcoin shit honestly like ""lain buying oxys on silk road is so much easier than dealing w t… https://t.co/twf4wm4xa1",2020-02-08 23:57:23
378,"RT @CryptoWorldNewx: My son has just entered @handcashapp, and his wallet is still empty. He's just 7, but knows perfectly what the true #B…",2020-02-08 23:57:16
379,"RT @RobertBeadles: Yo💥💥💥
Enter to WIN $100💰💰💰💰

What’s a Security Coin?

RETWEET, WATCH video then Follow pinned comments instructions💪
htt…",2020-02-08 23:57:15
380,"RT @TheBitfi: We still see comments that Bitcoin can go to $0 anytime. While anything is possible, including an asteroid wiping out all lif…",2020-02-08 23:57:13
381,#Bitcoin's price doesn't matter if your bag of sats is negligible.,2020-02-08 23:57:12
382,"Cryptocurrency (BTC &amp; ETH) Investment &amp; Trading Course 2017

☞ https://t.co/ENNiIw2ZOK

#blockchain #bitcoin https://t.co/It6BpWfRNt",2020-02-08 23:57:08
383,"Bitcoin SV (BSV) Nodes Are Accidentally Connecting to Bitcoin Cash (BCH) Nodes:  What the ????
https://t.co/9ssof9dwIv",2020-02-08 23:57:07
384,"RT @TheBitfi: We still see comments that Bitcoin can go to $0 anytime. While anything is possible, including an asteroid wiping out all lif…",2020-02-08 23:57:06
385,"RT @cryptorebel_SV: It seems like @coinbase might be looking into adding the real #Bitcoin #BSV back to their exchange:

https://t.co/Tvqqw…",2020-02-08 23:57:05
386,@centerinventor1 @CaseyAffleck1 @Randy_Couture @McConaughey @BenAffleck @zachbraff @JimmyKimmelLive @JimCarrey… https://t.co/tZeA7QNcK1,2020-02-08 23:57:05
387,"RT @JacobCanfield: Buying boxes of medical face masks right now is like buying bitcoin in 2010.

We will prob see them selling for $500/box…",2020-02-08 23:57:02
388,@Cernovich @TheRokfin How much bitcoin they give you for this shoutout?,2020-02-08 23:57:00
389,"RT @CryptoAdventure: 📣 Bitcoin is Bearish, Says Analysts

Despite the huge upsurge in Bitcoin price heading into this year, an analyst thin…",2020-02-08 23:56:58
390,"RT @TheBitfi: We still see comments that Bitcoin can go to $0 anytime. While anything is possible, including an asteroid wiping out all lif…",2020-02-08 23:56:55
391,"RT @MadBitcoins: Check out Proof of Work - An interview with @roasbeef Olaoluwa Osuntokun  (#Lightning Labs) #Bitcoin 

https://t.co/8UGpWI…",2020-02-08 23:56:54
392,"@JWilliamsFstmed We sit here watching charts; does nothing. 
CME open; it dumps: Auto corrects breaks 10,010 then w… https://t.co/xuUd72QxrL",2020-02-08 23:56:45
393,RT @macguyvermedia: To be clear it’s a $150 #giveaway now. $100 in cash and $50 in #Bitcoin. Please add you wallet address in original twee…,2020-02-08 23:56:45
394,#bitcoin big flag channel apporaching climax for BITSTAMP:BTCUSD by TBTS https://t.co/3ynOPiA8yW https://t.co/X94vJGn0Z5,2020-02-08 23:56:41
395,"We still see comments that Bitcoin can go to $0 anytime. While anything is possible, including an asteroid wiping o… https://t.co/8ey7DjUyeh",2020-02-08 23:56:40
396,"RT @IvanOnTech: TIME FOR BED!!

Will I wake up with insane green numbers and Bitcoin is $10k+?",2020-02-08 23:56:40
397,"RT @StormPlayApp: Are we in for another bull run? 

🚀🚀YTD Returns 🚀🚀

            #Bitcoin 35%+ 
            #Ethereum 50%+ 
            #L…",2020-02-08 23:56:32
398,"#Lisk $LSK $LISK #LSKBTC #Bitcoin 
Moving up to 2300sats
P.s. Weekly MA7 crossed-up MA25 and momentum and money flow to $Lsk coin is fair.",2020-02-08 23:56:31
399,GEOMA DAO INTENDS TO ACT CONSULTANT TO HELP FIND THE RIGHT FORMS AND FUNCTIONALITIES FOR EVERYONE’S NEEDS https://t.co/aB7Thax7Wv #bitcoin,2020-02-08 23:56:30
400,"RT @IrishGirlCrypt1: 🚨$100 #Bitcoin #Crypto #Giveaway🚨

🎁ONE PERSON GETS 0.01077 $BTC 🤑

🧜‍♀️Rules:

✅Like &amp; Retweet

✅Follow @CryptoStewie…",2020-02-07 23:59:52
401,"Two centuries from now, private ownership of #Bitcoin will be banned by the central citadel. Running a full node wi… https://t.co/0Da1Sqz9Vd",2020-02-07 23:59:52
402,Your short bitcoin huh? Damn that’s crazy haha say what’s up to Hades for me.,2020-02-07 23:59:51
403,@FriarHass I didn’t have any bitcoin when I pulled this. Just balls.,2020-02-07 23:59:48
404,"RT @bloqport: Today in Crypto:

• CME #Bitcoin futures break $10K
• BTC transactions at 5-month high
• Bitcoin ATMs surpass 500 globally
•…",2020-02-07 23:59:48
405,"RT @bitstein: ""It’s what I like to call the underlying technology behind Bitcoin, Number Go Up."" – @saifedean

https://t.co/VfFbWvxf8G http…",2020-02-07 23:59:40
406,$link $eth #chainlink #ethereum $btc #btc #bitcoin #crypto #cryptocurrency https://t.co/Fz52Fcvbrn,2020-02-07 23:59:35
407,"GOOOO CORN

#Bitcoin",2020-02-07 23:59:34
408,"RT @FreeBTCSats: 🔥🔥50,000 #Bitcoin Satoshi #Giveaway! 🔥🔥

1. Follow @FreeBTCSats 
2. Like and Retweet this Tweet
3. Tag 4 Friends Below who…",2020-02-07 23:59:34
409,"RT @danheld: ""Kraken’s Dan Held on What’s Different About Bitcoin at $10K This Time"" https://t.co/xkAcVYi44S via @coindesk",2020-02-07 23:59:29
410,Bitcoin,2020-02-07 23:59:27
411,"@Theeylon @binance Nice. $ (22.0 / 0.10 ) = 220X vs Bitcoin's ~9700/2700 = 3x

Obviously that's kind of the excepti… https://t.co/6AKaYTVEhN",2020-02-07 23:59:24
412,Bitcoin price index https://t.co/o7UcHJUhC6 #USD #EUR #CNY #GBP #RUB https://t.co/OOA4ZZwpKC,2020-02-07 23:59:21
413,"Really enjoyed this conversation while doing some work at home today.

Always enjoy the talks surrounding Savings r… https://t.co/4yl90nDuBX",2020-02-07 23:59:18
414,RT @NexusOfficial: #NXS' Object Modeling is a toolkit for devs to design custom objects &amp; meta-data formats. This is very useful for the bu…,2020-02-07 23:59:13
415,"Added $ONTX and $YTEN, huge news!

$YTEN “BlackRock is one of the largest funds on Wall Street today, with $7.4 tri… https://t.co/T5Z1ssEtpc",2020-02-07 23:59:12
416,@williamgrahamiv @tronblack @BTech570 @swapzoneio @Ravencoin I like Bitcoin too. The good thing about Ravencoiners… https://t.co/Ma1ScZKFey,2020-02-07 23:59:12
417,"RT @carrerajuan: I hate crypto platforms that behave like a bank, Control, bureaucratic processes, contracts with the true principle by whi…",2020-02-07 23:59:11
418,"RT @freebitco: Win a Lamborghini Huracan with our Provably Fair Golden Ticket Lottery.
2,750,795 Golden Tickets Already Distributed!
81 day…",2020-02-07 23:59:10
419,"RT @Bitsahara: #Bitcoin is still not dead.

RT for 15,000 Sats on Lightning!

4 Winners in 2 Hours!⚡️

#LightningNetwork #SSWB #Bitsahara h…",2020-02-07 23:59:08
420,@anomalistnews I think short-term memory is the current topic. of course grandma remembers baking from scratch. Wha… https://t.co/cr3ZJCxRo5,2020-02-07 23:59:07
421,"What if I believed in Bitcoin about 7 years ago, and I bought it instead of spending $2000 on beach vacations two t… https://t.co/rr93lz4og1",2020-02-07 23:59:05
422,"RT @CitizenBitcoin: Looking for an intern who can do  random tasks on the web, write well and use photoshop (memes!). $500/month, very part…",2020-02-07 23:59:01
423,RT @newsbtc: Research Firm: BTC Fundamentals Strengthening Ahead of Bitcoin Halving https://t.co/rDSZeizNJd https://t.co/cqQTIjDchd,2020-02-07 23:59:01
424,"RT @AdamDraper: Investing in equity is so pre-crypto. A post-crypto world let’s you invest in revenue! 
@FairmintCO #crypto #bitcoin 

http…",2020-02-07 23:59:01
425,$tesla is the new bitcoin.,2020-02-07 23:58:56
426,Exciting times! $btc #bitcoin https://t.co/3oWkS054jm,2020-02-07 23:58:49
427,"RT @nic__carter: massively premined vaporware altcoins are essentially the barnacles affixed to the belly of the bitcoin whale, the flotsam…",2020-02-07 23:58:48
428,"RT @TruthRaiderHQ: One of my favorite companies working to expand the #bitcoin ecosystem is @blockstream.

They keep their heads to the gro…",2020-02-07 23:58:43
429,"RT @jonatack: ""Reviewing is not only the most effective way to contribute as a new contributor to Bitcoin Core, it is also a powerful form…",2020-02-07 23:58:42
430,"RT @MartiniGuyYT: The Federal Reserve is propping up the US Stock market

They have printed $187.2 BILLION to buy stock so far!

Litterally…",2020-02-07 23:58:42
431,"RT @umvanglock: homem so pensa em bct

 bct = bitcoin",2020-02-07 23:58:37
432,"RT @themooncarl: #Bitcoin went up 9,000,000% in a decade!

What’s the price of $BTC in another decade?

I think above $1,000,000 is a reaso…",2020-02-07 23:58:36
433,"RT @semeon_v: Giveaway $40 in BTC 🚀🎉
• Follow: @WSRevise 
• Like this 💪
• Tag 5 buds 🥂

Winner announced this Monday!
#Bitcoin #Giveaway #G…",2020-02-07 23:58:35
434,"RT @VaultInvest: 📣 Check out this article https://t.co/35xY4bKpei VAULT Soars to New Highs!!! 🚀

Please retweet!!! 🚀🚀🚀🚀🚀🚀🚀🚀

#DASH $DASH #B…",2020-02-07 23:58:32
435,"@CryptoFinally @girlgone_crypto Why is that surprising?

Forklifts are one of the most effective ways to get suppli… https://t.co/wVu7IkjGAI",2020-02-07 23:58:32
436,"Independent Reserve, one of the major Australian exchanges now allows its 120,000 users to easily purchase BSV dire… https://t.co/MCENsPVT6P",2020-02-07 23:58:32
437,"🔥🤘🔥🤘🔥🤘🔥🤘🔥🤘

@metalpaysme could easily encompass all of these. Watch this space.

🤑🏢🏭🌐🏀⚾🏈🏐🎾🇬🇧🇺🇸🌏

#mtl #bitcoin… https://t.co/CTSzVcFpxR",2020-02-07 23:58:29
438,"RT @BTC_Macro: Bitcoin is the greatest wealth transfer of all time.

Every year, the dollar loses value against $BTC.

Boomers are literall…",2020-02-07 23:58:26
439,"Bitcoin Cash Sees no Blocks for 5 Hours, No Significant Backlog Due to Low Usage https://t.co/1fGyomdxyT",2020-02-07 23:58:25
440,"$BTC #bitcoin $9,830 highest mark in 12 hours ... Now less than 2% away from $10,000 for the first time in 15 weeks… https://t.co/fI1ymuMFIH",2020-02-07 23:58:22
441,RT @justinsuntron: Amazing dinner w/ @WarrenBuffett finally! Thx for your support &amp; advice on how to take #TRON to the next level! Loved ou…,2020-02-07 23:58:22
442,@itsJeffTiedrich Your account is sending out that Tesla bitcoin scam...just an FYI,2020-02-07 23:58:17
443,"Bitcoin a Better Store of Value Than USD? | Joe DiPasquale &amp; Sam Bankman-Fried

Sam Bankman-Fried and Joe DiPasqual… https://t.co/A1LxsIjnY4",2020-02-07 23:58:16
444,"RT @Tr0llyTr0llFace: Bitcoin: a sucker-to-scammer electronic cash system.

*click here to download the whitepaper*",2020-02-07 23:58:16
445,"RT @cryptobrice: 🎁🥳 $10 $BTC #Giveaway  🎁🥳

 To enter the giveaway: 

☑️Follow 
@TheLFEToken+ @Ajoobz
+@Eljaboom
☑️Retweet and Like
☑️Tag 2…",2020-02-07 23:58:11
446,"RT @DiaryofaMadeMan: 2020 is off to a great start.

- Warren Buffett now owns Bitcoin 

- SEC exploring 3 year grace period for token issue…",2020-02-07 23:58:11
447,#Bitcoin is what we dreamed of when we used to watch those (non) Federal (fractional) Reserve documentaries. Its un… https://t.co/3rMIZPoxxj,2020-02-07 23:58:04
448,"RT @SW_CSGOShop: Hello everyone! We are looking to buy Katowice 2014 Holo stickers via Bitcoin, Web Money, PayPal, Bank Transfer, Ethereum,…",2020-02-07 23:58:00
449,Alexander Vinnik Claims Injustice While Now Fighting Charges in France https://t.co/YwwtPrzALE  #XBT #BTC #Bitcoin,2020-02-07 23:57:59
450,"RT @zaradam131: New listing on #Binance 
Check this project @LTOnetwork 🔥
#LTO #Binance 
#Bitcoin
Which direction it will go? VOTE ⤵️

@cct…",2020-02-07 23:57:53
451,"What blockchain data tells us about Bitcoin’s road to $10,000 https://t.co/7ocvXe3Wn2 https://t.co/uU1WccCPhb",2020-02-07 23:57:45
452,"What blockchain data tells us about Bitcoin’s road to $10,000 International CryptoCurrency News https://t.co/9aS5KUnt7H",2020-02-07 23:57:45
453,"RT @blockandchain: Crypto Twitter be like...

#bitcoin https://t.co/97wsrv3Ico",2020-02-07 23:57:44
454,"RT @Marckselll: 🔥🔥 #bitcoin  €50  #giveaway 🔥🔥

To celebrate the #bitcoin logo we are gonna do this NEW giveaway

2 random followers will w…",2020-02-07 23:57:40
455,"RT @Bitsahara: #Bitcoin is still not dead.

RT for 15,000 Sats on Lightning!

4 Winners in 2 Hours!⚡️

#LightningNetwork #SSWB #Bitsahara h…",2020-02-07 23:57:39
456,"RT @newsbtc: Analyst: Recent Bitcoin Rally Is Only the Start, Retail Will Take it to New Highs https://t.co/563bCuT00j https://t.co/Tnzb8VP…",2020-02-07 23:57:36
457,"RT @LaydenRobinson: #Bitcoin cracked $9700 and projected to go up to $20,000 by Summer. What are you waiting for?  https://t.co/93KcE02Ny3…",2020-02-07 23:57:35
458,@Bonyoufractal: Tip (@)YokooAkane by sending Bitcoin Cash (BCH) to bitcoincash:qrelay2kua3kgcw84ul0fl3drjshkng6fgw3… https://t.co/70xoaHDbT8,2020-02-07 23:57:35
459,RT @jebus911: When bitcoin hits 10k im showing my tits fuck it,2020-02-07 23:57:31
460,@cadeinvests Literally pulled a Bitcoin and Tilray,2020-02-07 23:57:23
461,"@BTC_Macro The dollar is losing its value, but now the dollar is more stable than bitcoin",2020-02-07 23:57:22
462,RT @NexusOfficial: #NXS' Object Modeling is a toolkit for devs to design custom objects &amp; meta-data formats. This is very useful for the bu…,2020-02-07 23:57:21
463,"RT @bloqport: Today in Crypto:

• CME #Bitcoin futures break $10K
• BTC transactions at 5-month high
• Bitcoin ATMs surpass 500 globally
•…",2020-02-07 23:57:19
464,"Crypto Price Analysis &amp; Overview February 7th: Bitcoin, Ethereum, Ripple, Tron, and Chainlink. https://t.co/WnzhByLqAW",2020-02-07 23:57:17
465,RT @MyCryptoSpirit: Meanwhile in London ... #Bitcoin #PlanB @cryptocom https://t.co/0Vk6bcrEHF,2020-02-07 23:57:14
466,RT @ShadowSoljas: $dero is the next big thing #bitcoin,2020-02-07 23:57:13
467,"RT @BitcoinMemeHub: Friedrich Hayek, Nobel Prize winner,1974- ""I don't believe we can ever have a good money again, before we take it out o…",2020-02-07 23:57:12
468,"RT @Bitsahara: #Bitcoin is still not dead.

RT for 15,000 Sats on Lightning!

4 Winners in 2 Hours!⚡️

#LightningNetwork #SSWB #Bitsahara h…",2020-02-07 23:57:11
469,"RT @Bitsahara: #Bitcoin is still not dead.

RT for 15,000 Sats on Lightning!

4 Winners in 2 Hours!⚡️

#LightningNetwork #SSWB #Bitsahara h…",2020-02-07 23:57:11
470,Digital Real Estate Is Dominating the Ethereum NFT Marketplace #Ethereum #bitcoin #digital via… https://t.co/A8U9CDDps5,2020-02-07 23:57:06
471,80% confident bitcoin fails to hold 9800. Volume is weak. Sellers will win this one,2020-02-07 23:57:06
472,"RT @bloqport: Today in Crypto:

• CME #Bitcoin futures break $10K
• BTC transactions at 5-month high
• Bitcoin ATMs surpass 500 globally
•…",2020-02-07 23:57:03
473,@gladstein @sarahjeong the last thing Bitcoin needs is association virulent &amp; vitriol racists who promote hate &amp; an… https://t.co/DPAYin1BuI,2020-02-07 23:57:03
474,"RT @Dooowta: The potential of bitcoin-backed loans, when done right, does not get enough attention. 

@unchainedcap will provide benefits f…",2020-02-07 23:57:03
475,"RT @Bitsahara: #Bitcoin is still not dead.

RT for 15,000 Sats on Lightning!

4 Winners in 2 Hours!⚡️

#LightningNetwork #SSWB #Bitsahara h…",2020-02-07 23:56:53
476,RT @ChartChampions: Put in the time and learn to trade the patterns the average traders don't even know exist. Trust me you will reap the r…,2020-02-07 23:56:53
477,"RT @Marckselll: 🔥🔥 #bitcoin  €50  #giveaway 🔥🔥

To celebrate the #bitcoin logo we are gonna do this NEW giveaway

2 random followers will w…",2020-02-07 23:56:46
478,"RT @GrayscaleInvest: Biggest #Bitcoin Investment Trust Says Hedge-Fund Demand Booming via @olgakharif @Business $BTC 
https://t.co/AsVc3yfr…",2020-02-07 23:56:46
479,"(What blockchain data tells us about Bitcoin’s road to $10,000)
https://t.co/d8BbeVZsRl
https://t.co/dEUT8AksZ7 https://t.co/wJEiRsk6fU",2020-02-07 23:56:44
480,"RT @MikeLavigne12: https://t.co/Ttu76uHK8n
Live withdraw proof of indigo coin cloud mining website. Don't forget to subscribe to my channel…",2020-02-07 23:56:42
481,RT @newsbtc: Technical Pattern Shows Bitcoin Could Rally Over 100% in an Explosive Movement https://t.co/L918dHecmH https://t.co/H2zObbAYH2,2020-02-07 23:56:42
482,"RT @amizi: ""If we were to draw a picture of the various learning paths to contribute to Bitcoin Core, it surely wouldn’t be nicely ordered…",2020-02-07 23:56:41
483,"RT @Bitsahara: #Bitcoin is still not dead.

RT for 15,000 Sats on Lightning!

4 Winners in 2 Hours!⚡️

#LightningNetwork #SSWB #Bitsahara h…",2020-02-07 23:56:39
484,#Bitcoin dominance down 3% since the start of the year.,2020-02-07 23:56:38
485,"https://t.co/nkFISAdEX4

Earn your sats on LN with micro task! #bitcoin $btc #stackingsats https://t.co/AdwwXhcG7w",2020-02-07 23:56:34
486,"RT @CARUS_AR: Adding 0.5% to our $TUSD hedge, also lowering $ATOM (it did great!) adding to #Bitcoin $BTC.

#ICONOMI #crypto #strategy
http…",2020-02-07 23:56:28
487,"RT @bloqport: Today in Crypto:

• CME #Bitcoin futures break $10K
• BTC transactions at 5-month high
• Bitcoin ATMs surpass 500 globally
•…",2020-02-07 23:56:26
488,@Bonyoufractal: Tip (@)YokooAkane by sending Bitcoin Cash (BCH) to bitcoincash:qrelay256wtgq7uf0gj5avkg2j5jz8yh4sjp… https://t.co/mJE7eYRFis,2020-02-07 23:56:23
489,Defi Market Surpasses $1 Billion – But There’s a Catch https://t.co/qgP8vqlp5q #bitcoin https://t.co/1k0jNFhWtQ,2020-02-07 23:56:21
490,@BitScreener No. But I think you can make money there. Super high risk. But that’s bitcoin and I don’t advise peopl… https://t.co/KiFW1Utr0Z,2020-02-07 23:56:20
491,"Another day, another awesome channel got hit by bitcoin scammers :( First Pogo, now Tod's Workshop it appears...",2020-02-07 23:56:14
492,"I use WazirX Bitcoin exchange and love it! Their latest unique feature, Smart Token Fund, helps crypto investors fi… https://t.co/z26RNl0FAw",2020-02-07 23:56:12
493,Activision Should Buzz Off to Mobile Gaming and Never Come Back https://t.co/6Iwh2TUGf4 #bitcoin,2020-02-07 23:56:10
494,"If you looking for a Small-Cap gem and be rewarded for being a loyal holder. Look no further

#Crypto #bitcoin… https://t.co/2yas8Nuan4",2020-02-07 23:56:07
495,When bitcoin hits 10k im showing my tits fuck it,2020-02-07 23:56:05
496,"When it comes to Bitcoin educational resources, a lot of people recommend the websites or books of popular influenc… https://t.co/9ZRcknA6u7",2020-02-07 23:56:03
497,"@Bitcoin I can host a Bitcoin Ledger Service inside an EMP shielded NAVO bunker, interested?",2020-02-07 23:56:03
498,Bitcoin will hit a valuation of $8 Trillion in 10 years predicts Wealth Manager Andy Edstrom &gt;&gt;@… https://t.co/iE149l7BOa,2020-02-07 23:56:02
499,"RT @carrerajuan: I hate crypto platforms that behave like a bank, Control, bureaucratic processes, contracts with the true principle by whi…",2020-02-07 23:56:00
500,"RT @ihatecodee: Me once I’m bitcoin rich. 
 https://t.co/2H5JRtg9YL",2020-02-06 23:59:55
501,"RT @davidgerard: News: IOTA, Massive Adoption, Mastercard v. Libra, DRM in JPEG plans, Reggie Fowler plea deal fails, more Silk Road busts,…",2020-02-06 23:59:52
502,@MarkYusko stupid question here Mark...I currently own .25% of a bitcoin.  Should I look at this like I ride it fro… https://t.co/Ah8QUMc47H,2020-02-06 23:59:51
503,RT @BTCLit: 🍎Info in links 📚under twits showing why I put more powder on $AMB #SupplyChain than $WTC &amp; $VET #Investment #altcoin #startups…,2020-02-06 23:59:50
504,"RT @arrangedchaos: I see some familiar faces 👀😁 well done &amp; congratulations @Conste11ation $dag bring on the accelerator program!

$link $q…",2020-02-06 23:59:48
505,"RT @CryptoAdventure: 📰 Spot – The New Trending Crypto Wallet

Spot (@spot_bitcoin) is a mobile app that allows users to easily &amp; securely b…",2020-02-06 23:59:47
506,"RT @Bitcoin: ""Do you have any concerns of a nationstate attack on bitcoin?""

""I don't worry about that at all"" https://t.co/owQKJu5ln6",2020-02-06 23:59:45
507,"HANG ON!!

We’ve uncovered something extremely interesting on the #bitcoin charts but i’ll be honest..

It’s basica… https://t.co/F3zNDOaN5L",2020-02-06 23:59:44
508,"RT @CryptoWhale: 🎁 5 BITCOIN GIVEAWAY 🎁

I’m giving away 5 $BTC to a random follower of mine! I love giving back to my supporters! 

Instru…",2020-02-06 23:59:40
509,Daily profit for HODLING BTC since 2013 Data taken since 29/10/2018 @ 10:45am (UTC) Updated every hour #bitcoin… https://t.co/TcSwv1avOo,2020-02-06 23:59:40
510,RT @TheCryptoDog: me driving over when she asks about bitcoin https://t.co/jhqT5O8J2i,2020-02-06 23:59:39
511,"@BTC_Macro Many regrets on #Bitcoin #BTC, but we got chance on #SupplyChain $AMB https://t.co/OEeAHZSDlr",2020-02-06 23:59:38
512,"RT @CCribz: 🎥Very informative MUST watch on #blockchain and its usecases.

💡It’s not only about #Bitcoin , others like $ADA &amp; $TEL will be…",2020-02-06 23:59:38
513,"@BTC_Macro #Bitcoin 

If you are not long, you are wrong.
If you are short, you should abort.",2020-02-06 23:59:37
514,"RT @CryptoWhale: 🎁 5 BITCOIN GIVEAWAY 🎁

I’m giving away 5 $BTC to a random follower of mine! I love giving back to my supporters! 

Instru…",2020-02-06 23:59:33
515,Should i get bitcoin?,2020-02-06 23:59:30
516,"RT @CryptoFinally: I am giving away $100 in $BTC

🔑 RT, Like &amp; Comment

🔑 Join @zelaatech Telegram:
https://t.co/vMpBcn5bJf

💰 2 Win $50 in…",2020-02-06 23:59:27
517,Square Crypto reveals more details on Bitcoin Lightning kit https://t.co/7Jfuooiw3P https://t.co/6uNFmo0S22,2020-02-06 23:59:22
518,Bitcoin price index https://t.co/o7UcHJUhC6 #USD #EUR #CNY #GBP #RUB https://t.co/sNJm2rpL0G,2020-02-06 23:59:21
519,"RT @fundstrat: 👇

Global 
household 
liquid assets
$300 trillion USD
.
.
.
.
.
.
.
.
.
S&amp;P 500
$25 trillion
.
.
.
Bitcoin
$200 billion

Not…",2020-02-06 23:59:20
520,"RT @exitcalmly: Alts are created to steal your #BTC.

Legality is an avenue for the government to steal/cheat within rules defined by them…",2020-02-06 23:59:19
521,RT @elonmusk: Bitcoin is *not* my safe word,2020-02-06 23:59:16
522,Bitcoin Community Tweets on 🔥 https://t.co/YNNJrxYKhJ,2020-02-06 23:59:12
523,"RT @CryptoBull: Bitcoin since this tweet: up 31%

Gold since this tweet:  down 1% https://t.co/RlROcSrDkp",2020-02-06 23:59:11
524,"RT @CryptoFinally: I am giving away $100 in $BTC

🔑 RT, Like &amp; Comment

🔑 Join @zelaatech Telegram:
https://t.co/vMpBcn5bJf

💰 2 Win $50 in…",2020-02-06 23:59:10
525,🔴 Bitcoin LIVE: BTC Above $9600! Stock Market All Time High  🔴 Ep. 853 -... https://t.co/vtPzZc5wkT via @YouTube,2020-02-06 23:59:09
526,"RT @CryptoFinally: I am giving away $100 in $BTC

🔑 RT, Like &amp; Comment

🔑 Join @zelaatech Telegram:
https://t.co/vMpBcn5bJf

💰 2 Win $50 in…",2020-02-06 23:59:06
527,"RT @CryptoFinally: I am giving away $100 in $BTC

🔑 RT, Like &amp; Comment

🔑 Join @zelaatech Telegram:
https://t.co/vMpBcn5bJf

💰 2 Win $50 in…",2020-02-06 23:59:04
528,There’s No Such Thing as Tainted Bitcoins https://t.co/Pj2NUoyLi2,2020-02-06 23:59:03
529,"What if I believed in Bitcoin about 6 years ago, and I bought it instead of spending $2000 on beach vacations two t… https://t.co/d7cZ7WiiXQ",2020-02-06 23:59:03
530,DAILY &amp; WEEKLY GIVEAWAYS ARE NOW LIVE! https://t.co/Y15Y3AV8uV Winner is chosen every 24 hours so act fast! Come ba… https://t.co/RYCmfmfvZu,2020-02-06 23:59:03
531,"RT @bitcoinvaluebot: Current Bitcoin Price
All Forks = $10433.15 📉 -0.01%
--
$BTC = $9699.78 📉 -0.29%
$BCH = $438.73 📉 -0.09%
$BSV = $294.6…",2020-02-06 23:59:01
532,"RT @muneeb: We’re believers in Bitcoin.

Today, we’re proposing Proof of Transfer (PoX) that anchors the security of Stacks 2.0 to Bitcoin.…",2020-02-06 23:58:56
533,@Xentagz May piss some folks off - Bad news from China is always good news for Bitcoin!!,2020-02-06 23:58:51
